split,instance_id,sub_string
train,celery__celery-5355,"Django fixup appends to PYTHONPATH instead of prepending
Hi,

## Environment & Settings
**Celery "
train,celery__celery-5356,"Prepend to sys.path in the Django fixup instead of appending.
This makes sure that project modules h"
train,celery__celery-5373,"link_error tasks not run eagerly when using apply()
## Checklist

- [x] I have included the output"
train,celery__celery-5382,"Add documentation to the task_acks_on_failure_or_timeout setting
# Description

#4970 did not incl"
train,celery__celery-5399,"link_error fails if errback task is written in external codebase, raises NotRegistered error
## Chec"
train,celery__celery-5423,"SIGTERM does not do a warm shutdown.
According to the documentation here: http://celery.readthedocs."
train,celery__celery-5462,"Minor bug in celery utils time.py file
There is a function named remaining in the celery.utils.time."
train,celery__celery-5486,"[Celery 4.3] when result_extended=True task name is always None
<!--
Please fill this template enti"
train,celery__celery-5499,Connection to broker lost. Trying to re-establish the connection: OSError: [Errno 9] Bad file descri
train,celery__celery-5500,"SQLAlchemy's ProgrammingError exception causes a traceback when AsyncResult.ready() is called
## Che"
train,celery__celery-5527,"Celery does not consider authSource on mongodb backend URLs
Version: Celery 4.0.2 (from looking at t"
train,celery__celery-5565,"Exception message as a string is still being unpacked
Here: https://github.com/celery/celery/blob/ma"
train,celery__celery-5587,"Group of Chains Exception/Error Propagation
## Checklist
-  I'm running Celery 4.0.2

## Steps to"
train,celery__celery-5613,"chan(group1, group2), tasks of group2 runs while tasks of group1 is running.
<!--
Please fill this "
train,celery__celery-5631,"Null args in backend_cleanup task from beat.
# Checklist
- [x] I have read the relevant section in "
train,celery__celery-5638,"Nested group(chain(group)) fails
<!--
Please fill this template entirely and do not erase parts of "
train,celery__celery-5661,"Celery 4.3 result_extended doesn't push extended meta data to some backends when set to true
<!--
P"
train,celery__celery-5664,"Updating task_routes config during runtime does not have effect
<!--
Please fill this template enti"
train,celery__celery-567,"Introduce CELERYCTL variable in /etc/init.d/celeryd and /etc/default/celeryd
I ran into a problem wi"
train,celery__celery-5681,"Chain with groups at start and end and more than 2 tasks in between never complete
<!--
Please fill"
train,celery__celery-5682,"task/group chains fails in some scenarios
# Checklist
<!--
To check an item on the list replace [ "
train,celery__celery-5684,"Remove Legacy Python (python2) support
Note that this will also remove `Jython` and `Pypy` support u"
train,celery__celery-5686,"Is MongoDB suported as result backend?
The [documentation](https://docs.celeryproject.org/en/stable/"
train,celery__celery-5700,"Retry tasks which failed because of SIGKILL
Hello,

We are currently using celery with Broker=Rabb"
train,celery__celery-5718,"Is MongoDB suported as result backend?
The [documentation](https://docs.celeryproject.org/en/stable/"
train,celery__celery-5720,Getting error when  write a unit test using PyTest for a celery task -> pytest.PytestUnknownMarkWarn
train,celery__celery-5737,"disable_sync_subtasks setting not being respected while using ResultSet
<!--
Please fill this templ"
train,celery__celery-5752,"DatabaseBackend._update_result()  have an error property.
python 3.7
celery 4.4.0rc3 

The result"
train,celery__celery-5759,"Chain loses priority
<!--
Please fill this template entirely and do not erase parts of it.
We rese"
train,celery__celery-5773,"task_default_exchange&task_default_exchange_type config not work
<!--
Please fill this template ent"
train,celery__celery-5795,"Celery does not consider authMechanism on mongodb backend URLs
<!--
Please fill this template entir"
train,celery__celery-5820,"task priority disappear after self.retry()
<!--
Please fill this template entirely and do not erase"
train,celery__celery-5869,"autoretry_for and retry_kwargs for class-based tasks
python==3.6.4
celery==4.1.0

## Steps to rep"
train,celery__celery-5870,"Continuous memory leak
There is a memory leak in the parent process of Celery's worker.
It is not a "
train,celery__celery-5898,"Python 3.9 compatibility issue regarding usage of threading.Thread.isAlive
<!--
Please fill this te"
train,celery__celery-5910,"Support storing results in a specific schema of a PostgreSQL database
I'm using celery in a PostgreS"
train,celery__celery-5915,"Celery hangs indefinitely (instead of failing) if redis is not started
## Checklist

- [x] I have "
train,celery__celery-5918,"DecodeError - ""the JSON object must be str, bytes or bytearray, not dict""  Mongo backend
<!--
Pleas"
train,celery__celery-5921,"Handle Redis connection errors in result consumer
<!--
Please fill this template entirely and do no"
train,celery__celery-5931,"GroupResult has minimum result latency of 500ms
<!--
Please fill this template entirely and do not "
train,celery__celery-5942,"Celery 4.3 result_extended doesn't push extended meta data to some backends when set to true
<!--
P"
train,celery__celery-5952,"Extend config of Redis backend
<!--
Please fill this template entirely and do not erase parts of it"
train,celery__celery-5954,"Missing dependency on future in 4.4.4 
<!--
Please fill this template entirely and do not erase par"
train,celery__celery-5984,"chord of chains with groups: body duplication and invalid task execution order
# Checklist
- [x] I "
train,celery__celery-5997,"Control.revoke can be get list of task ids
<!--
Please fill this template entirely and do not erase"
train,celery__celery-6000,"TypeError in make_connection, unexpected keyword argument 'socket_keepalive'
# Checklist

- [ ] I "
train,celery__celery-6020,"Unable to use mysql SSL parameters in create_engine()
PR for proposed fix to this issue: https://git"
train,celery__celery-6059,"maximum recursion depth exceeded for a canvas in Celery 4.4.0 (cliffs)
<!--

-->
# Checklist
<!-"
train,celery__celery-6103,"Document and code are inconsistent about task_reject_on_worker_lost config
<!--
Please fill this te"
train,celery__celery-6134,"Django celery fixup doesn't respect Django settings for PostgreSQL connections
When using the Django"
train,celery__celery-6138,"Retry args change BUG
<!--
Please fill this template entirely and do not erase parts of it.
We res"
train,celery__celery-6142,"Celery 4.4.3 always trying create /var/run/celery directory, even if it's not needed.
<!--
Please m"
train,celery__celery-6147,"[CassandraBackend.process_cleanup] is unnecessary
<!--
Please fill this template entirely and do no"
train,celery__celery-6218,"Group tasks' results order getting messed up when using redis
I upgraded to celery v4.0.2 from an ol"
train,celery__celery-6223,"Unlike what doc states, --app does not behave like -A
## Steps to reproduce

* Try to run `celery "
train,celery__celery-6233,"Celery class based task is not retrying
I defined a class-based celery task defined as follows:

`"
train,celery__celery-6251,"dependency on future module breaks many things (including vim ultisnips)
the dependency on future-0."
train,celery__celery-6259,"MongoDB result backend serialization logic issue
<!--
Please fill this template entirely and do not"
train,celery__celery-6264,"Request on_timeout should ignore soft time limit exception
When Request.on_timeout receive a soft ti"
train,celery__celery-6288,"stop loading pytest plugin by default
currently celery, by default, will add a set of fixtures and a"
train,celery__celery-6294,"Make redis use of sorted sets for group results opt-out
Following up on #6245 - can we make the use "
train,celery__celery-6298,"Database backend race condition during table creation
<!--
Please fill this template entirely and d"
train,celery__celery-6330,"Expose config option to set retry_policy on (Redis) ResultBackend
<!--
Please fill this template en"
train,celery__celery-6342,"Chords contained in a group raise `AttributeError`s during freezing if passed through a backend
When"
train,celery__celery-6357,"Logger set to 'ascii' instead of 'utf-8': UnicodeDecodeError 'ascii'
## Checklist
Report:
```
sof"
train,celery__celery-6360,"Remove the AMQP result backend
<!--
Please fill this template entirely and do not erase parts of it"
train,celery__celery-6378,"celery worker command option -A is not working with version 5.0.0
Hi, I am running celery worker com"
train,celery__celery-6394,"[5.0.0] Celery does NOT start with both -D and -E options enabled
Hi,

I've just installed Celery "
train,celery__celery-6396,"Using lowercase loglevel argument like in the documentation throws error
<!--
Please fill this temp"
train,celery__celery-6401,"SystemD unit files don't work with Celery 5
<!--
Please fill this template entirely and do not eras"
train,celery__celery-6416,"Celery backends are not thread-safe
# Checklist
<!--
To check an item on the list replace [ ] with"
train,celery__celery-6419,"@app.task should copy __annotations__ from the task function like @functools.wraps
<!--
Please fill"
train,celery__celery-6440,"RabbitMQ task_queue_ha_policy has no effect
<!--
Please fill this template entirely and do not eras"
train,celery__celery-6447,"worker with concurrency running only a single task while multiple tasks reserved 
<!--
Please fill "
train,celery__celery-6452,"Unclear error when replacing with an empty chain
<!--
Please fill this template entirely and do not"
train,celery__celery-6457,"workdir option no longer works after upgrade to 5.0.1
<!--
Please fill this template entirely and d"
train,celery__celery-6462,"MongoDB backend TypeError: unsupported type for timedelta seconds component: NoneType
<!--
Please f"
train,celery__celery-6481,"Following Application examples lead to Instance of 'Celery' has no 'worker_main' member
<!--
Please"
train,celery__celery-6488,"`celery multi`creates xxx_%I.log files
<!--
Please fill this template entirely and do not erase par"
train,celery__celery-6501,"Adding new command-line options no longer works
<!--
Please fill this template entirely and do not "
train,celery__celery-6516,"Document breaking changes in preload options
<!--
Please fill this template entirely and do not era"
train,celery__celery-6524,"celery_worker pytest fixture timeouts since celery 5.0.3
Since the 5.0.3 release of celery, the `cel"
train,celery__celery-6576,"Fix missing parameters passing through the _new_redis_client method
The app configuration (host, por"
train,celery__celery-6578,"Chord join timeout is still hardcoded somewhere
<!--
Please fill this template entirely and do not "
train,celery__celery-6583,"cli (sub)commands missing 'ctx' error
<!--
Please fill this template entirely and do not erase part"
train,celery__celery-6589,"group.skew() removes all tasks if group input is generator
## Checklist

- [X] I have included the"
train,celery__celery-6598,"task.request.hostname no longer contains worker node name but only the hostname
<!--
Please fill th"
train,celery__celery-6599,"celery worker  -q --quiet seems not working with 4.4.7
Running celery 4.4.7   [not woking]
Running "
train,celery__celery-6614,"`publish_result` is False when tasks are eager and and we DON'T want to ignore results
 #### Mandato"
train,celery__celery-6624,"remove misleading Task.autoregister documentation (and the unused field)
# Checklist
<!--
To check"
train,celery__celery-6629,Workers retry Redis connection when task result is larger than 512MB - retry is useless as it never 
train,celery__celery-6635,pypy3 unit tests sometimes fail due to an attribute we expect to be an `Event` being a `bool` instea
train,celery__celery-6668,"glob behavior in task_routes interprets * as one or more characters, not zero or more
<!--
Please f"
train,celery__celery-6699,"Error with default kwargs in __header__ attribute generation
<!--
Please fill this template entirel"
train,celery__celery-6710,"Celery inspect expected extra argument
I am trying to inspect a task which I can see in my redis bro"
train,celery__celery-6711,"app.conf.worker_pool is not honored
The option `app.conf.worker_pool` is not honored. As I've been r"
train,celery__celery-6713,"`task.apply_async(ignore_result=True)` does not ignore result
## Checklist

- [x] I have included "
train,celery__celery-6733,"5.1.0b1 chord of chains dont work
<!--
Please fill this template entirely and do not erase parts of"
train,celery__celery-6741,"celery amqp repl broken in celery 5.0.3+
<!--
Please fill this template entirely and do not erase p"
train,celery__celery-6746,"Chain-in-chord that fails before the last task in the chain doesn't trigger chord error handling
<!-"
train,celery__celery-6749,"Pickling Retry instance is incorrect
# Checklist
- [x] I have verified that the issue exists agains"
train,celery__celery-6750,"Celery cannot connect to redis >6.0 using ACL user:password broker url
<!--
Please fill this templa"
train,celery__celery-6757,"4.4 silently changes the Inspect API
<!--
Please fill this template entirely and do not erase parts"
train,celery__celery-6758,"Ability to customize `Received task` message
- [X] I have checked the [issues list](https://github.c"
train,celery__celery-6765,"Celery Worker Redis Sentinel Password Exposed in STDOUT
# Checklist
- [X] I have verified that the "
train,celery__celery-6770,"Errback inherited from an encapsulating chain is dropped when replacing tasks
<!--
Please fill this"
train,celery__celery-6774,"Events command always fails when camera is specified
<!--
Please fill this template entirely and do"
train,celery__celery-6791,"Celery breaks libs using `sys.stdout.write()`
`LoggingProxy.write()` currently always returns `None`"
train,celery__celery-6804,"ModuleNotFoundError: No module named 'grp'
# Checklist
<!--
To check an item on the list replace ["
train,celery__celery-6818,"Make AMQP message properties available in task
<!--
Please fill this template entirely and do not e"
train,celery__celery-6833,"UnboundLocalError when running celery worker in foreground
(https://github.com/celery/celery/commit/"
train,celery__celery-6838,"empty line printed to stderr
<!--
Please fill this template entirely and do not erase parts of it."
train,celery__celery-6849,"app.control.inspect().active() requires deserialization
<!--
Please fill this template entirely and"
train,celery__celery-6853,"Process worker prefork behavior with `app.conf.update(config)`
<!--
Please fill this template entir"
train,celery__celery-6863,"Jobs in AsynPool remain in cache forever if the connection is dropped
<!--
Please fill this templat"
train,celery__celery-6869,"Missing celery.task is not innocuous, breaks pydoc
<!--
Please fill this template entirely and do n"
train,celery__celery-6872,"unignore    `F821,  # undefined name '...'`
F821 is one of the most useful flake8 rules, however it'"
train,celery__celery-6898,"Include args in Received (like Rejected)
- [X] I have checked the [issues list](https://github.com/c"
train,celery__celery-6899,"Error handler on a task chain not called (Celery 5.1.x with amqp broker and rpc backend)
<!--
Pleas"
train,celery__celery-6917,"I can‘t stop a task by its task_id
[2018-12-02 23:53:58,955: INFO/MainProcess] Received task: tasks."
train,celery__celery-6923,"Question: any chance to have a on_started handler in the Task class?
It would be very handy to have "
train,celery__celery-6942,"Restarting celery issues and better supervisord config file
I use supervisord config file based on t"
train,celery__celery-7057,"ProxyLogger.write raises TypeError due to rstrip on a bytes instance.
<!--
Please fill this templat"
train,celery__celery-7077,"5.1.2: test suite uses outdated `case` module
Looks like pytest based test suite is using `case` mod"
train,celery__celery-7089,"AsyncResult.get() has at least 1 second latency while executing under gevent
<!--
Please fill this "
train,celery__celery-7244,"Start celery in the detached mode
Dears,

Have been dealing with an issue to start celery in the d"
train,celery__celery-7246,"Duplicate param 'uid' in CeleryDaemonCommand

# Checklist

- [ x] I have checked the [issues list"
train,celery__celery-7373,"Update the links in PyPI to the new site.
The [PyPI page](https://pypi.org/project/celery/) stills p"
train,celery__celery-7470,"Setting task_compression value doesn't actually do anything
## Checklist
* [ ] I have included the o"
train,celery__celery-7481,"Missing `f` prefix on f-strings
Some strings looks like they're meant to be f-strings but are missin"
train,celery__celery-7544,"Celery worker dies, but has an exit code of 0
<!--
Please fill this template entirely and do not er"
train,celery__celery-7553,"Use callable in utils.functional.head_from_fun
After the discussion in #3952, we should investigate "
train,celery__celery-7555,"Custom header lost after using autoretry
<!--
Please fill this template entirely and do not erase p"
train,celery__celery-7608,"celery worker has --quiet to suppress banner output but celery beat does not
Sorry for leaving out t"
train,celery__celery-7609,"make REVOKES_MAX and REVOKE_EXPIRES configurable
Values of REVOKE_EXPIRES and REVOKES_MAX in worker/"
train,celery__celery-7652,"add_periodic_task function does not trigger the task
## Checklist
* [x] I have included the output o"
train,celery__celery-7680,"celery.security.key PrivateKey does not check returned key type
If for some reason the private key u"
train,celery__celery-7734,"dynamoDB result backend incorrect exception handling when table exists
The following code

https://g"
train,celery__celery-7785,"Celery Import Error
<!--
Please use one of our issue templates.
We reserve the right to close bug "
train,celery__celery-7873,"completed_count reports only successfully completed tasks
Not sure if that's on purpose but it looks"
train,celery__celery-7945,celery.schedules.crontab is_due logic can trigger periodic celery beat tasks at arbitrary times unre
train,celery__celery-7951,"Regard backend redis's switching to replica as recoverable error
<!--
Please fill this template ent"
train,celery__celery-8098,"Deprecate iso8601 module
<!--
Please fill this template entirely and do not erase parts of it.
We "
train,celery__celery-8143,"Unnamed add_periodic_task unexpectedly override another periodic task
<!--
Please fill this templat"
train,celery__celery-8152,"CLI help output: avoid click text rewrapping
# Checklist

- [x] I have checked the [issues list](h"
train,celery__celery-8301,"task args and kwargs in LOG_RECEIVED and LOG_SUCCESS should use argsrepr and kwargsrepr
<!--
Please"
train,celery__celery-8312,"Why has the CLI worker command flag `optimizations` changed from `--optimizations` in 5.*?
This ques"
train,celery__celery-8338,"database backend does not store children
The [`Task`](https://github.com/celery/celery/blob/main/cel"
train,celery__celery-8374,"Set allow_extra_args to True in context_settings of shell and purge commands
<!--
Please fill this "
train,celery__celery-8383,"EagerResult doesn't seem to poplate name
Sometimes I run my tasks with `CELERY_TASK_ALWAYS_EAGER` to"
train,celery__celery-8427,"[5.3.0] Task results order is not preserved anymore
# Checklist

- [x] I have verified that the is"
train,celery__celery-8432,"Invalid format of 'date_done' field in celery.task_results with backend mongodb
<!--
Please fill th"
train,celery__celery-8446,"Flags broker_connection_retry_on_startup & broker_connection_retry aren’t reliable 
<!--
Please fil"
train,conan-io__conan-10129,"[suggestion] failure to auto-detect a compiler for the default profile should not report 'ERROR:'
Co"
train,conan-io__conan-10174,"[feature] MesonToolchain: improve cross-compilation workflow on Apple systems
unlike CMake, meson is"
train,conan-io__conan-10175,"[suggestion] failure to auto-detect a compiler for the default profile should not report 'ERROR:'
Co"
train,conan-io__conan-10178,"[feature] How CMakeToolchain could handle multiple user toolchains
Lets say that we have 2 different"
train,conan-io__conan-10205,"[bug] exelinkflags for components are not properly escaped in CMakeDeps generator
<!--
  Please don"
train,conan-io__conan-10213,"[feature] Improve custom CMakeToolchain blocks extension
From https://github.com/conan-io/docs/pull/"
train,conan-io__conan-10310,"[feature] Tool: is_msvc helper
Our friend and great contributor SpaceIm is using a new detection whi"
train,conan-io__conan-1039,"Ancestor's PATH component is repeated in PATH in activate.sh
For the `virtualenv` generator, I'm see"
train,conan-io__conan-10408,"[bug][2.0] patches cannot be applied when using cmake_layout
Hello,

It seems that `files.patch` a"
train,conan-io__conan-10416,"[bug] AttributeError: 'PackageEditableLayout' object has no attribute 'package_lock'
Hello,

I hav"
train,conan-io__conan-10516,"[feature] 2.0 Remove ""imports"" and ""deploy"" mechanism
We think that the imports use cases can be sol"
train,conan-io__conan-1065,"Printable dependency graph
I have an idea for a feature add that I would be happy to implement if I "
train,conan-io__conan-10686,"[bug] Bazel generator does not put transitive dependencies in the 'deps' attribute
When using Conan "
train,conan-io__conan-10793,"[feature] [develop2] Order new hook_ hooks
Alphabetically, so at least there is an order defined for"
train,conan-io__conan-10797,"[feature] Support for Xcode 13.3 (currently in beta)
Xcode 13.3 (still in beta) reports clang versio"
train,conan-io__conan-10812,"[bug] Cannot make work basic Bazel example on Windows 10 with Bazel 5
<!--
  Please don't forget to"
train,conan-io__conan-10874,"[feature] Move [rmdir] to conan.tools.files
Currently, it is missing in the new namespace.

"
train,conan-io__conan-10875,"[bug][2.0] patches cannot be applied when using cmake_layout
Hello,

It seems that `files.patch` a"
train,conan-io__conan-10917,"[bug] `cmake_find_mode` property is broken
**Abstract description of the problem:** In a conan-gener"
train,conan-io__conan-10931,"Check find_mode potential issue before 1.47
Hi @lasote! Sorry, have seen PR only now (when it has al"
train,conan-io__conan-10941,"[bug] CMakeToolchain boolean variables are cached as strings
### Environment Details
  * Operating "
train,conan-io__conan-10943,"[Fix] Remove ""namespace"" argument from CMakeToolchain
Since 1.47, generating the CMakePresets.json f"
train,conan-io__conan-10960,"[bug] version is not set correctly when using layout
When layout is being used, recipe version is no"
train,conan-io__conan-10975,"[bug] Conan lockfile fails with conan-new example
Related to https://github.com/conan-io/conan/issue"
train,conan-io__conan-10978,"[feature] Create ""new --template"" for Autotools.
Like https://github.com/conan-io/conan/pull/10760/f"
train,conan-io__conan-10981,"Check CMakeToolchain template variable names homogeneity
Currently in the CMakeToolchain we have som"
train,conan-io__conan-10984,"[bug] 'cmake' generator does not set INTERFACE_LINK_DIRECTORIES
### Environment Details (include eve"
train,conan-io__conan-11123,"[bug] conan sh environment fails to generate deactivation_file on ubuntu-20.04
### Environment Detai"
train,conan-io__conan-11223,"[bug] crash on Windows when trying to obtain USERNAME from environment
<!--
  Please don't forget t"
train,conan-io__conan-11238,"Check CMakeToolchain template variable names homogeneity
Currently in the CMakeToolchain we have som"
train,conan-io__conan-11252,"[bug] cmake_layout generators folder path is not normalized
<!--
  Please don't forget to update th"
train,conan-io__conan-113,"Patching sources tool
This has been reported a few times, at least 2 publicly:
- @mcraveiro: https:/"
train,conan-io__conan-11321,"[feature] Ability to identify if binaries can be executed on a particular platform
Typically there i"
train,conan-io__conan-11330,"[feature] Remove or change `copy_symlink_folders` in `conan.tools.files.copy`
Hi,

when updating o"
train,conan-io__conan-11348,"[bug] missing CMakeUserPresets.json
Conan 1.48.0 does not generate `CMakeUserPresets.json` if `conan"
train,conan-io__conan-11505,"[feature] Add armv8 support to MSBuildDeps generator
Map `armv8` arch to MSBuild `ARM64` platform
"
train,conan-io__conan-11560,"[bug] bazel generator not usable for packages with multiple libs, like openssl

### Environment Det"
train,conan-io__conan-11594,"[bug] `cmake.test()` cannot execute
### Environment Details (include every applicable attribute)
  "
train,conan-io__conan-11655,"[feature] Try to aggregate CMakePresets instead of including them
The`CMakeUserPresets` include diff"
train,conan-io__conan-11666,"[question] CMakePresets and Visual Studio 2019 / 2022 compatibility observations
<!-- What is your q"
train,conan-io__conan-11667,"[bug] get_cpus is not supporting cgroup2
The current detection of https://github.com/conan-io/conan/"
train,conan-io__conan-11677,"[bug] Installer package is missing conan.tools.scm
When creating a PyInstaller package conan.tools.s"
train,conan-io__conan-11701,"[question] Conan list packages does not match the --help
Running `conan list packages --help` produc"
train,conan-io__conan-11799,"[bug] CMakeToolchain doesn't work with NDK r18b
<!--
  Please don't forget to update the issue titl"
train,conan-io__conan-11803,"[feature] Implement `get_safe` in develop for self.info objects
In Conan 2.X there is `get_safe` ove"
train,conan-io__conan-119,"Rename CMAKE_SHARED_LINK_FLAGS
I couldn't find any CMake documentation for CMAKE_SHARED_LINK_FLAGS w"
train,conan-io__conan-11971,"[bug] EndeavourOS not among list of distros listed for pacman support
### Environment Details (inclu"
train,conan-io__conan-12086,"[feature] CMakeToolchain.cache_variables should parse boolean values
It's related to #11848.

It w"
train,conan-io__conan-12220,"[bug][2.0] full_deploy of Skip'd requirements
- [X] I've read the [CONTRIBUTING guide](https://githu"
train,conan-io__conan-12307,"[bug] PkgConfigDeps: -F <frameworkdir> on macOS leads to ""clang: error: no such file or directory:"" "
train,conan-io__conan-12350,"[bug] conan 2 list subcommands: -r and -c are not mutually exclusive
In develop2 branch, in conan/cl"
train,conan-io__conan-12353,"[bug] The VirtualBuildEnv and VirtualRunEnv never clean the deactivate script
Quoted from https://gi"
train,conan-io__conan-12578,"[feature] `build_modules` in 2.0 fails with error instead of a nice migration warnings 
<!-- What is"
train,conan-io__conan-12695,"[bug] behaviour when there are spaces in required_conan_version
`required_conan_version = "">= 1.36.0"
train,conan-io__conan-127,"mark headers as ""SYSTEM"" headers to silence warnings
Many libraries generate tons of warnings in pub"
train,conan-io__conan-12762,"[feature] Allow specifying an install component for the CMake helper
One is capable of passing `--co"
train,conan-io__conan-12854,"[feature] CMakeToolchain support for linker scripts
When building an ELF executable for bare-metal t"
train,conan-io__conan-12967,"[feature] Support `QUIET` option when `find_package` config files generated by `CMakeDeps`.
Accordin"
train,conan-io__conan-13041,"[feature] Provide conan.tools.microsoft.msvs_toolset equivalent of conans.tools.msvs_toolset
Would i"
train,conan-io__conan-132,"Delete source folder after conan export command
If you export a modified conanfile.py, maybe adding "
train,conan-io__conan-13211,"[bug] Conan build command does not support conanfile.txt as described
### Description

The documen"
train,conan-io__conan-13214,"[bug] Conan 2.0 build command no longer displays input profiles
### Environment details

* Operating"
train,conan-io__conan-13230,"[bug] AutotoolsToolchain uses the build compiler rather than host compiler
### Environment details

"
train,conan-io__conan-13284,"[bug] Conan 2.0 fails to find Visual Studio Build Tools using the 'MSBuildToolchain'
### Environment"
train,conan-io__conan-13285,"[bug] Typo in help command for conan remote auth (Conan 2.0)
Hi,

I've observed the following typo"
train,conan-io__conan-133,"command package compulsory args
`conan package MyLib/0.1@user/channel` raises an error:

```
Packagi"
train,conan-io__conan-13326,[bug] qcc cannot calculate dep graph because it fails to produce a list of compatible cppstd per com
train,conan-io__conan-13390,"[bug] Error in generator 'PremakeDeps': '_Component' object has no attribute 'aggregate_components'
"
train,conan-io__conan-13403,"[bug] Can't specify Autotools.autoreconf() location to the build directory
### Environment details
"
train,conan-io__conan-13450,"[feature] can't specify c++20 with meson generator
### What is your suggestion?

`/std:c++20` is sup"
train,conan-io__conan-13522,[bug] Output of `conan install` displays `Install finished succesfully` instead of `Install finished
train,conan-io__conan-13531,"[bug] Xcode 14.2 with macos sdk 13.1 not working
### Environment details

* Operating System+version"
train,conan-io__conan-136,"Rename CMAKE_SHARED_LINK_FLAGS
I couldn't find any CMake documentation for CMAKE_SHARED_LINK_FLAGS w"
train,conan-io__conan-13610,"Take a look into normalizing the log levels of conan
Currently, it's not clear whether verbose or no"
train,conan-io__conan-13622,[bug] `conan remove <ref> -p <query>` removes all packages and recipe instead of packages matching q
train,conan-io__conan-13623,"[feature] Add bindirs to pkgconfig generator
### What is your suggestion?

pkg-config generator is u"
train,conan-io__conan-13661,"[bug] `provide` conflict is not informative
### Environment details

* Operating System+version: Ubu"
train,conan-io__conan-13721,"[feature] Add profile_name variable to profile rendering
### What is your suggestion?

Feature reque"
train,conan-io__conan-13729,"[feature] Allow users to enable verbose Makefile in CMakeToolchain
<!-- What is your suggestion? Ple"
train,conan-io__conan-13757,"[question] Conan 2.0 custom deployer + output folder
### What is your question?

Hi, I am trying to "
train,conan-io__conan-13788,"Multiple versions of same build_requires package in lockfile?
Hello,

we are facing the issue that"
train,conan-io__conan-13841,[bug] In the CMakeDeps Generator IMPORTED_LOCATION is overridden by IMPORTED_LOCATION${config_suffix
train,conan-io__conan-14051,"[feature] add prefix var to pkg-config alias
### What is your suggestion?

When a package contains c"
train,conan-io__conan-14065,"[bug] Profile detect selects wrong default compiler on FreeBSD
### Environment details

`conan profi"
train,conan-io__conan-14113,"[bug] Duplicate Version comparison unittests
### Environment details

I've noticed there is a large "
train,conan-io__conan-14157,"[question] How to configure XcodeDeps to silence warnings from dependencies?
### What is your questi"
train,conan-io__conan-14164,"[bug] Conan mishandles cache path in symlinked homedir
### Environment details

* Operating System+v"
train,conan-io__conan-14167,"[feature] Add '--strip' option to cmake install
### What is your suggestion?

Can you add a paramete"
train,conan-io__conan-14168,"[question][bug] XcodeDeps with custom configuration does not behave as expected
### What is your que"
train,conan-io__conan-14177,"[feature] Verbose option for apply_conandata_patches()
### What is your suggestion?

I'd like to hav"
train,conan-io__conan-14185,"[bug] Can't call `conan upload --recipe-only` twice with backup sources enabled
### Steps to reprodu"
train,conan-io__conan-14195,"[feature] Allow custom otool and install_name_tool programs in fix_apple_shared_install_name
### Wha"
train,conan-io__conan-14254,"[bug] conan upload --list errors on empty recipe list
### Environment details

* Operating System+"
train,conan-io__conan-14296,"[question] Using Ninja (Multi-Config) with Extending Own CMake Presets Example 
### What is your que"
train,conan-io__conan-14362,"[bug] CMAKE_SYSTEM_PROCESSOR set incorrectly on armv8 arch
### Environment details

* Conan version:"
train,conan-io__conan-14378,"[bug] RC : fatal error RC1212: invalid option - /z argument missing substitute font name
### Environ"
train,conan-io__conan-14382,"[feature] Support Alpine Linux system package manager
### What is your suggestion?

Hi,

The syste"
train,conan-io__conan-14397,"Add cli_args argument to cmake.install() 
              > > if self.settings.build_type == 'Release'"
train,conan-io__conan-14538,"[feature] Support for Xcode 15 (currently RC)
### What is your suggestion?

It's that time of year a"
train,conan-io__conan-164,"Conan detects ARM architecture, but not defined in settings
Initial auto detection of system conf (t"
train,conan-io__conan-167,"Conan compiler miss-detection
In a linux machine with clang and gcc installed If I set CC and CXX to"
train,conan-io__conan-177,"Case insensitivity when exporting package
Hi,
When I export a package which alredy exists with diffe"
train,conan-io__conan-1815,"Suggestion: adding a helper for darwin host
Hi,

I was wondering if a helper could be added in `to"
train,conan-io__conan-187,"conan remove does not remove empty folders
Conan remove does not remove empty folders.
Doing a **con"
train,conan-io__conan-203,"ConfigureEnvironment: 'libstdc++11' is not a valid 'settings.compiler.libcxx' value on OS X
I've jus"
train,conan-io__conan-207,"Permissions not preserved when uploading tar files
The execute bit is not preserved when uploading t"
train,conan-io__conan-208,"Warn if no files were copied by self.copy
It should be nice to receive a warning (or maybe an error)"
train,conan-io__conan-2118,"CMAKE_SKIP_INSTALL_RPATH is not set on macOS
Hi,

According to the docs `conan_basic_setup()` sets"
train,conan-io__conan-225,"Comments are parsed in [imports] section of conanfile.txt
I have the following in my `conanfile.txt`"
train,conan-io__conan-226,"Uncontrolled error in connection error
Conan shows traces if a connection error happen during the ve"
train,conan-io__conan-227,"Custom folder name in conan test command
When people integrates Conan inside the project the name ""t"
train,conan-io__conan-2280,"Only Windows BuildTools installed
Here in package tools there is an issue related with an installati"
train,conan-io__conan-2287,"Clang via Visual Studio results in error
To help us debug your issue please explain:

- [X] I've r"
train,conan-io__conan-2314,"PYTHONPATH could be automatically handled
Refactoring `tools.environment_append` context manager to "
train,conan-io__conan-2325,"AutoToolsBuildEnvironment adds unknown options to MSVC
To help us debug your issue please explain:
"
train,conan-io__conan-2347,"conan doesn't supply -m32/-m64 to CMake in case of MinGW
To help us debug your issue please explain:"
